,sub,onset,offset,cat,tier,group,latency,latency group,latency_milli
2128,59,312.906,314.139,xxx,Infant voc,ASD,2.215000000000032,inf-inf,2215.000000000032
2129,59,316.006,316.674,xxx,Caregiver voc,ASD,1.8669999999999618,inf-cg,1866.9999999999618
2130,59,318.194,320.029,uuhh brava (OP AE),Caregiver voc,ASD,1.5200000000000387,cg-cg,1520.0000000000387
2131,59,321.063,325.063,"qui mettiamo a dormire qualcosa, mettiamo tutto dentro? (W)",Caregiver voc,ASD,1.0339999999999918,cg-cg,1033.9999999999918
2132,59,325.619,327.076,dai metti a posto (DA),Caregiver voc,ASD,0.55600000000004,cg-cg,556.00000000004
2133,59,330.228,331.803,metti a posto (C),Caregiver voc,ASD,3.151999999999987,cg-cg,3151.999999999987
2134,59,338.595,340.662,"e questa, metti via questa? (RE QA)",Caregiver voc,ASD,6.79200000000003,cg-cg,6792.00000000003
2135,59,344.82,346.259,"la bambolina, invece xxx (RE I)",Caregiver voc,ASD,4.1580000000000155,cg-cg,4158.0000000000155
2136,59,346.02,347.624,xxx,Infant voc,ASD,-0.23900000000003274,cg-inf,-239.00000000003274
2137,59,349.192,353.498,xxx,Infant voc,ASD,1.5679999999999836,inf-inf,1567.9999999999836
2138,59,349.209,350.824,xxx,Caregiver voc,ASD,-4.288999999999987,inf-cg,-4288.999999999987
2139,59,354.791,356.457,xxx,Infant voc,ASD,3.9669999999999845,cg-inf,3966.9999999999845
2140,59,358.981,360.491,xxx,Infant voc,ASD,2.524000000000001,inf-inf,2524.000000000001
2141,59,360.988,362.291,questo è rimasto (RE),Caregiver voc,ASD,0.4970000000000141,inf-cg,497.0000000000141
2142,59,361.6,363.406,xxx,Infant voc,ASD,-0.6909999999999741,cg-inf,-690.9999999999741
2143,59,363.585,364.82,xxx,Infant voc,ASD,0.17899999999997362,inf-inf,178.99999999997362
2144,59,363.727,367.315,"delle bambole proprio non ne vuoi sapere, ecco (RO C)",Caregiver voc,ASD,-1.0930000000000177,inf-cg,-1093.0000000000177
2145,59,368.196,371.614,"finito e adesso, finito gioco (RE C RE)",Caregiver voc,ASD,0.8810000000000286,cg-cg,881.0000000000286
2146,59,368.23,370.783,xxx,Infant voc,ASD,-3.3839999999999577,cg-inf,-3383.9999999999577
2147,59,372.597,374.017,il gioco è finito ( - ),Caregiver voc,ASD,1.8139999999999645,inf-cg,1813.9999999999645
2148,59,373.796,375.894,xxx,Infant voc,ASD,-0.22100000000000364,cg-inf,-221.00000000000364
2149,59,376.796,377.766,xxx,Infant voc,ASD,0.9019999999999868,inf-inf,901.9999999999868
2150,59,380.79,382.232,xxx e adesso che facciamo (I W),Caregiver voc,ASD,3.024000000000001,inf-cg,3024.000000000001
2151,59,380.979,382.368,xxx,Infant voc,ASD,-1.2530000000000427,cg-inf,-1253.0000000000427
2152,59,382.779,383.593,xxx,Caregiver voc,ASD,0.41100000000000136,inf-cg,411.00000000000136
2153,59,383.392,384.46,xxx,Infant voc,ASD,-0.20100000000002183,cg-inf,-201.00000000002183
2154,59,384.508,388.443,aiutami ah oh (DA C),Caregiver voc,ASD,0.04800000000000182,inf-cg,48.00000000000182
2155,59,389.343,390.442,xxx,Infant voc,ASD,0.9000000000000341,cg-inf,900.0000000000341
2156,60,36.642,37.879,che c’è qui Lollo? (QE	NE),Caregiver voc,ASD,NaN,NaN,NaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaNNaN
2157,60,38.384,40.007,"vediamo, un pò insieme con mamma (W)",Caregiver voc,ASD,0.5050000000000026,cg-cg,505.00000000000256
2158,60,40.991,42.402,c’è il leone (RE),Caregiver voc,ASD,0.9840000000000018,cg-cg,984.0000000000018
2159,60,43.005,43.833,guarda il leone (DA),Caregiver voc,ASD,0.6030000000000015,cg-cg,603.0000000000016
2160,60,43.751,45.398,xxx,Infant voc,ASD,-0.08200000000000074,cg-inf,-82.00000000000074
2161,60,45.405,48.283,"ah l’elefante bravo, amore	(C	RE	AE	NE)",Caregiver voc,ASD,0.006999999999997897,inf-cg,6.999999999997897
2162,60,48.523,51.032,cosa sta facendo l’elefante?	(QE),Caregiver voc,ASD,0.240000000000002,cg-cg,240.000000000002
2163,60,52.018,56.937,"che fa l’elefante? guarda c’e’ anche un topolino (DA) guarda com’è piccolo (DA) piccolino, eh	(RE	C)",Caregiver voc,ASD,0.9860000000000042,cg-cg,986.0000000000042
2164,60,57.564,60.068,"gira ancora gira, vediamo che c’è (DA	C	W)",Caregiver voc,ASD,0.6270000000000024,cg-cg,627.0000000000025
2165,60,60.253,63.005,"guarda, gira la paginetta (DA DA)",Caregiver voc,ASD,0.18500000000000227,cg-cg,185.00000000000227
2166,60,63.204,66.786,"gira un po’ la pagina, che vediamo cosa c’è di la se ci sono animali ( -  W RE)",Caregiver voc,ASD,0.19899999999999807,cg-cg,198.99999999999807
2167,60,67.035,72.398,"Lorenzo ascolta, gira dai che vediamo un po’ cosa c’è qua (NC	DA	DA	C W)",Caregiver voc,ASD,0.24899999999999523,cg-cg,248.99999999999523
2168,60,72.6,74.342,guarda la giraffa Lorenzo (DA	NC),Caregiver voc,ASD,0.20199999999999818,cg-cg,201.99999999999818
2169,60,74.728,80.135,"guarda la giraffa, la giraffa	(DA RE)",Caregiver voc,ASD,0.3859999999999957,cg-cg,385.9999999999957
2170,60,80.547,86.074,il leone e poi vediamo chi altro c’è qua eh (RE W C),Caregiver voc,ASD,0.41199999999999193,cg-cg,411.9999999999919
2171,60,86.115,87.92,"il leone, l’orso	(RE RE)",Caregiver voc,ASD,0.04099999999999682,cg-cg,40.99999999999682
2172,60,88.552,90.664,"e la luna, guarda un po’ la luna nel cielo (RE DA)",Caregiver voc,ASD,0.632000000000005,cg-cg,632.000000000005
2173,60,90.668,92.124,"la luna, Lorenzo (RE NC)",Caregiver voc,ASD,0.0040000000000048885,cg-cg,4.0000000000048885
2174,60,94.059,96.665,"gira, un po’ tu la paginetta che vediamo che c’è di là (DA W)",Caregiver voc,ASD,1.9350000000000023,cg-cg,1935.0000000000023
2175,60,96.672,99.198,"gira, gira, gira gira (DA)",Caregiver voc,ASD,0.006999999999990791,cg-cg,6.999999999990791
2176,60,98.66,99.808,xxx,Infant voc,ASD,-0.5379999999999967,cg-inf,-537.9999999999967
2177,60,100.375,102.603,gira ce la fai? Dai	(QO AE),Caregiver voc,ASD,0.5669999999999931,inf-cg,566.9999999999931
2178,60,102.61,105.743,"gira un po’, gira gira (DA C)",Caregiver voc,ASD,0.007000000000005002,cg-cg,7.000000000005002
2179,60,105.916,108.199,"ancora l’elefante, guarda un po’ (RE DA)",Caregiver voc,ASD,0.17300000000000182,cg-cg,173.00000000000182
2180,60,108.907,110.522,"guarda la giraffa, che collo lungo (DA RE)",Caregiver voc,ASD,0.7079999999999984,cg-cg,707.9999999999984
2181,60,110.011,111.205,xxx,Infant voc,ASD,-0.5110000000000099,cg-inf,-511.0000000000099
2182,60,110.524,114.348,"Lorenzo, la vedi la giraffa che collo lungo? (NC QA)",Caregiver voc,ASD,-0.6809999999999974,inf-cg,-680.9999999999974
2183,60,115.76,118.789,"gira ancora, giri (DA C)",Caregiver voc,ASD,1.4120000000000061,cg-cg,1412.0000000000061
2184,60,120.815,121.799,gira Lorenzo	 (DA NC),Caregiver voc,ASD,2.0259999999999962,cg-cg,2025.9999999999964
2185,60,123.391,124.705,gira mamma	(DA),Caregiver voc,ASD,1.5919999999999987,cg-cg,1591.9999999999986
2186,60,124.945,126.196,"tirati su, tu (DA)",Caregiver voc,ASD,0.23999999999999488,cg-cg,239.99999999999488
2187,60,127.392,131.026,"ah sono andati tutti a dormire, guarda un po’ che dormono tutti (C	RE	DA)",Caregiver voc,ASD,1.195999999999998,cg-cg,1195.999999999998
2188,60,131.285,136.434,"l’elefante, il leone ahh xxx (RE	RE	C	I)",Caregiver voc,ASD,0.25899999999998613,cg-cg,258.99999999998613
2189,60,137.198,138.274,xxx,Caregiver voc,ASD,0.76400000000001,cg-cg,764.00000000001
2190,60,138.277,138.705,xxx,Infant voc,ASD,0.002999999999985903,cg-inf,2.999999999985903
2191,60,140.592,142.797,dormono tutti qui Lorenzo (RE NC),Caregiver voc,ASD,1.8870000000000005,inf-cg,1887.0000000000005
2192,60,143.192,146.807,guarda un po’ shhhhhhhhh (DA C),Caregiver voc,ASD,0.39500000000001023,cg-cg,395.00000000001023
2193,60,146.812,148.399,sono tutti a dormire (RE),Caregiver voc,ASD,0.005000000000023874,cg-cg,5.000000000023874
2194,60,149.796,151.805,c’è scritto anche buonanotte (RE),Caregiver voc,ASD,1.3969999999999914,cg-cg,1396.9999999999914
2195,60,152.024,156.65,"guarda adesso è giorno, sono tornati tutti fuori (DA RE)",Caregiver voc,ASD,0.2189999999999941,cg-cg,218.9999999999941
2196,60,157.162,157.789,vedi (DA),Caregiver voc,ASD,0.5120000000000005,cg-cg,512.0000000000005
2197,60,159.596,160.346,guarda (DA),Caregiver voc,ASD,1.8070000000000164,cg-cg,1807.0000000000164
2198,60,160.302,161.484,buonanotte (CW),Infant voc,ASD,-0.04400000000001114,cg-inf,-44.00000000001114
2199,60,161.794,166.202,"buonanotte sì sono andati tutti a dormire, buonanotte come si dice (AG	C	RE AG RA)",Caregiver voc,ASD,0.3100000000000023,inf-cg,310.0000000000023
2200,60,165.682,166.568,xxx,Infant voc,ASD,-0.5200000000000102,cg-inf,-520.0000000000102
2201,60,167.031,167.432,xxx,Infant voc,ASD,0.46299999999999386,inf-inf,462.99999999999386
2202,60,167.904,171.607,"tutti a dormire, e il trenino lo vuoi vedere questo? (RE QA)",Caregiver voc,ASD,0.4720000000000084,inf-cg,472.0000000000084
2203,60,173.19,175.682,"questo, wromm, guarda la mamma (RE OP DA)",Caregiver voc,ASD,1.5829999999999984,cg-cg,1582.9999999999984
2204,60,175.941,178.847,"togli le mani tu, uno due (DA RE)",Caregiver voc,ASD,0.25900000000001455,cg-cg,259.00000000001455
2205,60,179.513,179.783,xxx,Infant voc,ASD,0.6659999999999968,cg-inf,665.9999999999968
2206,60,179.837,180.926,come contiamo? (W),Caregiver voc,ASD,0.054000000000002046,inf-cg,54.000000000002046
2207,60,180.359,180.686,xxx,Infant voc,ASD,-0.5669999999999789,cg-inf,-566.9999999999789
2208,60,180.947,185.803,"uno, due e uno, due e uno due e (RE)",Caregiver voc,ASD,0.2609999999999957,inf-cg,260.9999999999957
2209,60,181.595,182.202,xxx,Infant voc,ASD,-4.207999999999998,cg-inf,-4207.999999999998
2210,60,184.79,185.119,xxx,Infant voc,ASD,2.587999999999994,inf-inf,2587.9999999999936
2211,60,186.862,188.61,xxx,Caregiver voc,ASD,1.742999999999995,inf-cg,1742.999999999995
2212,60,188.694,189.528,xxx,Infant voc,ASD,0.08399999999997476,cg-inf,83.99999999997476
2213,60,189.524,191.3,come conta Lorenzo? Ascolta (QA NC DA),Caregiver voc,ASD,-0.003999999999990678,inf-cg,-3.9999999999906777
2214,60,191.302,192.163,come conti tu (QA),Caregiver voc,ASD,0.001999999999981128,cg-cg,1.999999999981128
2215,60,192.171,192.948,xxx,Infant voc,ASD,0.007999999999981355,cg-inf,7.999999999981355
2216,60,193.199,196.6,"uno, due e treee (RE)",Caregiver voc,ASD,0.2510000000000048,inf-cg,251.00000000000477
2217,60,195.693,196.105,xxx,Infant voc,ASD,-0.9069999999999823,cg-inf,-906.9999999999823
2218,60,196.459,196.851,xxx,Infant voc,ASD,0.3540000000000134,inf-inf,354.0000000000134
2219,60,197.202,198.613,xxx,Caregiver voc,ASD,0.3509999999999991,inf-cg,350.9999999999991
2220,60,197.604,198.009,xxx,Infant voc,ASD,-1.0089999999999861,cg-inf,-1008.9999999999861
2221,60,199.442,200.341,xxx,Caregiver voc,ASD,1.4330000000000211,inf-cg,1433.0000000000211
2222,60,200.307,200.613,xxx,Infant voc,ASD,-0.034000000000020236,cg-inf,-34.000000000020236
2223,60,200.393,201.216,xxx,Caregiver voc,ASD,-0.21999999999999886,inf-cg,-219.99999999999886
2224,60,201.8,206.298,"prendilo togli le mani, prendilo uno due tre (DA C RE)",Caregiver voc,ASD,0.5840000000000032,cg-cg,584.0000000000032
2225,60,206.158,208.001,xxx,Infant voc,ASD,-0.14000000000001478,cg-inf,-140.00000000001478
2226,60,207.063,209.411,e adesso invece prepariamo il pranzo (W),Caregiver voc,ASD,-0.9380000000000166,inf-cg,-938.0000000000166
2227,60,208.791,210.202,xxx,Infant voc,ASD,-0.6200000000000045,cg-inf,-620.0000000000045
2228,60,210.198,212.898,"un bicchiere per Lorenzo, e uno per mamma (RE NC RE)",Caregiver voc,ASD,-0.003999999999990678,inf-cg,-3.9999999999906777
2229,60,212.911,215.898,"un cucchiaio per Lorenzo, e uno per mamma (RE NC RE)",Caregiver voc,ASD,0.01300000000000523,cg-cg,13.00000000000523
2230,60,215.363,216.072,xxx,Infant voc,ASD,-0.5349999999999966,cg-inf,-534.9999999999966
2231,60,216.074,217.705,qui c’è l’acqua da bere (RE),Caregiver voc,ASD,0.0020000000000095497,inf-cg,2.0000000000095497
2232,60,218.593,220.145,è l’ora di mangiare (RE),Caregiver voc,ASD,0.8879999999999768,cg-cg,887.9999999999768
2233,60,220.507,222.515,"guarda un po’ mamma, come mangia la pastasciutta (DA RM)",Caregiver voc,ASD,0.36199999999999477,cg-cg,361.99999999999477
2234,60,222.517,225.0,"Lorenzo, guarda mamma (NC DA)",Caregiver voc,ASD,0.0020000000000095497,cg-cg,2.0000000000095497
2235,60,224.743,225.22,xxx,Infant voc,ASD,-0.257000000000005,cg-inf,-257.000000000005
2236,60,226.201,228.666,"che buona, guarda mamma Lollo (RE DA NC)",Caregiver voc,ASD,0.9809999999999945,inf-cg,980.9999999999945
2237,60,229.499,230.803,buonissima (RE),Caregiver voc,ASD,0.8329999999999984,cg-cg,832.9999999999984
2238,60,232.002,232.386,xxx,Caregiver voc,ASD,1.1990000000000123,cg-cg,1199.0000000000123
2239,60,232.402,235.565,"uno Lorenzo, apri (bocca) ahmmmm (RE	NC	DA	OP) ",Caregiver voc,ASD,0.015999999999991132,cg-cg,15.999999999991132
2240,60,235.683,237.607,"e uno a mamma, guarda mamma (RE DA) ",Caregiver voc,ASD,0.117999999999995,cg-cg,117.999999999995
2241,60,238.392,238.957,Lollo (NC),Caregiver voc,ASD,0.7849999999999966,cg-cg,784.9999999999966
2242,60,240.466,244.281,questo è per Lorenzo apri la boccuccia (RE NC DA) ,Caregiver voc,ASD,1.5090000000000146,cg-cg,1509.0000000000146
2243,60,244.32,246.0,"e uno mamma, guarda mamma am am (RE DA OP) ",Caregiver voc,ASD,0.03899999999998727,cg-cg,38.99999999998727
2244,60,249.518,250.746,adesso beviamo (W),Caregiver voc,ASD,3.5180000000000007,cg-cg,3518.000000000001
2245,60,250.943,252.998,vuoi bere un pochino? bevi un po’ (QA DA) ,Caregiver voc,ASD,0.19700000000000273,cg-cg,197.00000000000273
2246,60,253.004,256.667,"da solo, tieni il bicchiere da solo, ascolta	(C DA)  ",Caregiver voc,ASD,0.006000000000000227,cg-cg,6.000000000000227
2247,60,256.898,259.246,"prova a tenere il bicchiere da solo, fammi vedere come bevi (DA DA) ",Caregiver voc,ASD,0.2310000000000514,cg-cg,231.0000000000514
2248,60,259.282,260.961,vedi un po’ se c’è l’acqua dentro (DA) ,Caregiver voc,ASD,0.036000000000001364,cg-cg,36.000000000001364
2249,60,261.604,263.482,"ah, scherzetto (C) ",Caregiver voc,ASD,0.6429999999999723,cg-cg,642.9999999999723
2250,60,263.484,265.567,"mamma beve, guarda mamma ohi	(RM DA C) ",Caregiver voc,ASD,0.0019999999999527063,cg-cg,1.9999999999527063
2251,60,265.98,266.947,guardami un po’ (DA),Caregiver voc,ASD,0.4130000000000109,cg-cg,413.0000000000109
2252,60,266.97,268.128,xxx,Caregiver voc,ASD,0.023000000000024556,cg-cg,23.000000000024556
2253,60,268.147,270.744,"la coca cola, c’è qui a mamma (RE C) ",Caregiver voc,ASD,0.019000000000005457,cg-cg,19.000000000005457
2254,60,270.753,272.565,guarda un po’ se è vero (DA) ,Caregiver voc,ASD,0.008999999999957708,cg-cg,8.999999999957708
2255,60,272.571,273.783,c’è la coca cola?	(QE) ,Caregiver voc,ASD,0.006000000000028649,cg-cg,6.000000000028649
2256,60,274.576,277.88,era uno scherzo eh (RE C)  ,Caregiver voc,ASD,0.7930000000000064,cg-cg,793.0000000000064
2257,60,276.405,277.597,xxx ,Infant voc,ASD,-1.4750000000000227,cg-inf,-1475.0000000000227
2258,60,278.725,280.909,"te ne mette ancora mamma, c’è la coca cola qui (RM RE) ",Caregiver voc,ASD,1.1280000000000427,inf-cg,1128.0000000000427
2259,60,280.912,282.683,la vuoi Lorenzo la coca cola? (QO NC) ,Caregiver voc,ASD,0.002999999999985903,cg-cg,2.999999999985903
2260,60,283.937,285.807,"vuoi vedere se c’è la coca cola, senti un po’ (QA DA) ",Caregiver voc,ASD,1.254000000000019,cg-cg,1254.000000000019
2261,60,285.808,288.405,"togli il coperchio, togli il tappo (DA C)  ",Caregiver voc,ASD,0.0009999999999763531,cg-cg,0.9999999999763531
2262,60,289.281,291.346,vediamo se c’è la coca cola (W) ,Caregiver voc,ASD,0.8760000000000332,cg-cg,876.0000000000332
2263,60,291.55,293.819,"apri, togli un po’ il tappo (DA DA) ",Caregiver voc,ASD,0.20400000000000773,cg-cg,204.00000000000773
2264,60,294.28,295.932,"togli il tappo, Lorenzo (C NC) ",Caregiver voc,ASD,0.4609999999999559,cg-cg,460.9999999999559
2265,60,297.264,301.697,"la mamma ti pulisce il naso, guarda il nasino (RM DA) ",Caregiver voc,ASD,1.3319999999999936,cg-cg,1331.9999999999936
2266,60,302.855,304.875,xxx ,Infant voc,ASD,1.1580000000000155,cg-inf,1158.0000000000155
2267,60,304.897,308.517,"eh? Anche l’elefante, che hai detto? (C QE QA) ",Caregiver voc,ASD,0.02199999999999136,inf-cg,21.99999999999136
2268,60,309.424,309.576,xxx,Caregiver voc,ASD,0.9069999999999823,cg-cg,906.9999999999823
2269,60,309.915,310.374,xxx,Caregiver voc,ASD,0.33899999999999864,cg-cg,338.99999999999864
2270,60,311.239,313.324,dove sta l’elefante? fammelo vedere (QE DA) ,Caregiver voc,ASD,0.8649999999999523,cg-cg,864.9999999999523
2271,60,314.607,320.926,"sta dormendo qui, shhhhh tutti zitti, che dorme l’elefante (RE C RE) ",Caregiver voc,ASD,1.2830000000000155,cg-cg,1283.0000000000155
2272,60,323.786,325.927,qui l’elefante che corre nel prato (RE) ,Caregiver voc,ASD,2.8600000000000136,cg-cg,2860.0000000000136
2273,60,326.735,327.16,xxx,Caregiver voc,ASD,0.8079999999999927,cg-cg,807.9999999999927
2274,60,328.443,330.66,"questo chi è questo qui, come si chiama? (QE) ",Caregiver voc,ASD,1.2829999999999586,cg-cg,1282.9999999999586
2275,60,331.102,332.26,chi è questo (QE) ,Caregiver voc,ASD,0.44199999999995043,cg-cg,441.99999999995043
2276,60,332.855,333.669,xxx,Caregiver voc,ASD,0.5950000000000273,cg-cg,595.0000000000273
2277,60,335.036,336.202,questo chi è il ?  ,Caregiver voc,ASD,1.3670000000000186,cg-cg,1367.0000000000186
2278,60,336.844,337.884,xxx ,Infant voc,ASD,0.6419999999999959,cg-inf,641.9999999999959
2279,60,338.667,339.639,xxx,Infant voc,ASD,0.7829999999999586,inf-inf,782.9999999999586
2280,60,339.603,342.029,"ascolta, questo con il collo lungo chi è? (DA QE) ",Caregiver voc,ASD,-0.036000000000001364,inf-cg,-36.000000000001364
2281,60,342.019,342.606,xxx,Infant voc,ASD,-0.009999999999990905,cg-inf,-9.999999999990905
2282,60,342.585,345.059,"Lorenzo, guardami un po’ (NC DA) ",Caregiver voc,ASD,-0.021000000000015007,inf-cg,-21.000000000015007
2283,60,345.848,347.317,xxx ,Infant voc,ASD,0.7889999999999873,cg-inf,788.9999999999873
2284,60,348.074,353.622,"tutti chi? Ascolta mamma ti chiede una cosa, questo col collo lungo (QA DA RM) ",Caregiver voc,ASD,0.757000000000005,inf-cg,757.000000000005
2285,60,353.622,355.599,"guarda questo che collo lungo, Lorenzooo (DA NC) ",Caregiver voc,ASD,0.0,cg-cg,0.0
2286,60,356.636,358.957,"guarda qui nel libricino, chi è questa la..? (DA QE) ",Caregiver voc,ASD,1.0370000000000346,cg-cg,1037.0000000000346
2287,60,359.647,361.522,questa con il collo lungo la? (QE) ,Caregiver voc,ASD,0.6899999999999977,cg-cg,689.9999999999977
2288,60,362.583,363.224,ohi (C),Caregiver voc,ASD,1.0610000000000355,cg-cg,1061.0000000000355
2289,60,365.217,365.877,xxx,Infant voc,ASD,1.992999999999995,cg-inf,1992.999999999995
2290,60,365.8,368.084,"sei stanco, vuoi dormire anche tu? (QO QA) ",Caregiver voc,ASD,-0.07699999999999818,inf-cg,-76.99999999999818
2291,60,368.087,369.879,"mettiti lungo, mettiti lungo qui (DA C) ",Caregiver voc,ASD,0.002999999999985903,cg-cg,2.999999999985903
2292,60,369.972,370.643,xxx,Infant voc,ASD,0.09299999999996089,cg-inf,92.99999999996089
2293,60,370.11,371.041,appoggia la testina (DA),Caregiver voc,ASD,-0.5329999999999586,inf-cg,-532.9999999999586
2294,60,371.044,373.252,"che la mamma ti mette la copertina, appoggia la testina qui (RM DA) ",Caregiver voc,ASD,0.002999999999985903,cg-cg,2.999999999985903
2295,60,373.467,374.242,mettiti lungo (DA),Caregiver voc,ASD,0.214999999999975,cg-cg,214.999999999975
2296,60,374.26,375.604,bravo (AE) ,Caregiver voc,ASD,0.01799999999997226,cg-cg,17.99999999997226
2297,60,375.918,377.667,così con la bambolina (C RE) ,Caregiver voc,ASD,0.3140000000000214,cg-cg,314.0000000000214
2298,60,377.669,378.133,xxx,Caregiver voc,ASD,0.0020000000000095497,cg-cg,2.0000000000095497
2299,60,377.959,378.908,xxx,Infant voc,ASD,-0.17399999999997817,cg-inf,-173.99999999997817
