sub,onset,offset,cat,tier,reli
52,354.821,356.917,"dai vai da Joele, vai da Joele (RE NC RE NC)",Caregiver voc,original
52,356.911,360.11,tutututu (AN),Caregiver voc,reli
52,357.321,360.415, tutututu (AN),Caregiver voc,original
52,359.707,361.285,xxx,Infant voc,original
52,359.847,361.013,xxx,Infant voc,reli
52,361.912,363.954,xxx,Infant voc,reli
52,362.0,363.628,xxx,Infant voc,original
52,363.8,364.457,xxx,Infant voc,original
52,364.27,365.041,che bello (RE),Caregiver voc,reli
52,364.314,365.274,che bello (RE),Caregiver voc,original
52,364.561,365.524,xxx,Infant voc,original
52,364.575,365.43,xxx,Infant voc,reli
52,371.504,379.777,"diamo da mangiare al bambino? no, no, diamo da mangiare al bambino? vieni Joele, vieni più vicino, guarda, vieni a vedere cosa ho visto (W AD W DA NC DA DA DA RM)",Caregiver voc,reli
52,371.528,373.064,diamo da mangiare al bambino? (W),Caregiver voc,original
52,373.235,373.958,"no, no (AD)",Caregiver voc,original
52,374.192,375.667,diamo da mangiare al bambino? (W),Caregiver voc,original
52,375.448,375.971,xxx,Infant voc,reli
52,375.542,376.371,xxx,Infant voc,original
52,376.1,380.25,"vieni Joele, vieni più vicino (DA NC DA), guarda, vieni a vedere cosa ho visto (DA RM)",Caregiver voc,original
52,379.364,380.748,xxx,Infant voc,reli
52,379.771,380.792,xxx,Infant voc,original
52,380.888,383.073,xxx,Caregiver voc,reli
52,380.928,383.321,guarda chi c’è qua (DA QE),Caregiver voc,original
52,383.983,384.834,xxx,Infant voc,reli
52,384.214,385.314,xxx,Infant voc,original
52,385.859,386.735,guarda chi c’è qua (DA QE),Caregiver voc,reli
52,386.157,387.024,guarda chi c’è qua (DA QE),Caregiver voc,original
52,388.834,397.799,"mamma mamma vieni a vedere che belli, vieni a sederti qua con la mamma, vieni con la mamma che guardiamo una storia, vieni Joele (C DA DA DA W DA NC)",Caregiver voc,reli
52,388.857,390.035,xxx,Infant voc,original
52,389.357,393.75,"mamma mamma vieni a vedere che belli (C DA), vieni a sederti qua con la mamma (DA)",Caregiver voc,original
52,394.207,397.933,": vieni con la mamma che guardiamo una storia, vieni Joele (DA W DA NC)",Caregiver voc,original
52,399.95,402.471,guarda c’è la mucca e dopo? (DA QE),Caregiver voc,original
52,400.119,402.359,guarda c’è la mucca e dopo?	 (DA QE),Caregiver voc,reli
52,404.557,406.671,"mmm e quello chi è quello, chi è? (C QE)",Caregiver voc,original
52,404.694,432.279,"mmm e quello chi è quello, chi è? vieni sul tappatone qua con la mamma, guarda sul tappatone con mamma dai qua, che leggiamo la storia, guarda, c’è la mucca, chicchirichi, il gallo, questa la pallina, uh il toro, questa è l’oca però qua qua qua (C QE DA DA C W DA RE OP RE RE C RE RE OP)",Caregiver voc,reli
52,406.778,408.93,vieni sul tappatone qua con la mamma (DA),Caregiver voc,original
52,409.635,414.692,"guarda sul tappatone con mamma dai qua, che leggiamo la storia (DA C W)",Caregiver voc,original
52,415.214,422.788,"guarda, c’è la mucca, chicchirichi, il gallo (DA RE OP RE)	",Caregiver voc,original
52,423.263,426.799,"questa la pallina, uh il toro (RE C RE)",Caregiver voc,original
52,432.255,433.09,oio,Infant voc,reli
52,432.435,433.007,oio,Infant voc,original
52,433.142,435.157,cosa hai male alla pancia? (QO),Caregiver voc,original
52,433.319,434.508,cosa hai male alla pancia? (QO),Caregiver voc,reli
52,434.926,435.41,no (CW),Infant voc,reli
52,435.007,435.6,no (CW),Infant voc,original
52,436.264,439.321,"cosa hai? Joele, (QO NC)",Caregiver voc,original
52,436.332,460.74,"cosa hai? Joele, joele, guarda il coniglietto, il coniglietto titi, è diventato hippy, vieni vieni Joeleguarda la pecorella, e chi è quello? il coniglietto, e questo, chi è questo? l’asinello, e questo, maiale (QO NC NC DA RE DA NC DA QE RE QE RE RE)",Caregiver voc,reli
52,439.615,440.5,"joele, guarda il coniglietto (NC DA)",Caregiver voc,original
52,440.504,444.718," il coniglietto titi, è diventato hippy (RE)",Caregiver voc,original
52,445.235,446.435,vieni vieni Joele	(DA NC),Caregiver voc,original
52,448.228,449.402,"guarda la pecorella, 	(DA)",Caregiver voc,original
52,450.878,453.135,"e chi è quello? il coniglietto, e questo (QE RE)",Caregiver voc,original
52,453.7,457.089,chi è questo? l’asinello (QE RE),Caregiver voc,original
52,458.857,460.421,"e questo, maiale (RE)",Caregiver voc,original
52,461.128,461.921,maiale	(CW),Infant voc,original
52,461.134,461.907,maiale (CW),Infant voc,reli
52,462.137,487.481,"che mangia la pappa, hai visto hanno tanta fame? i cuccioli che belli, hai visto? che bevono il latte dalla mamma, la mamma e i cuccioli, hai visto che c’è la mamma e i cuccioli? la mamma e i cuccioli, e questo chi è? tacchino, pollo, hai visto vieni a vedere (RE QA RE QA RE RE QA RE QE RE QA DA)",Caregiver voc,reli
52,462.907,467.928,"che mangia la pappa, hai visto hanno tanta fame? (RE QA)",Caregiver voc,original
52,468.871,471.261,"i cuccioli che belli, hai visto?(RE QA)",Caregiver voc,original
52,471.289,473.291,che bevono il latte dalla mamma (RE),Caregiver voc,original
52,474.107,475.642,la mamma e i cuccioli (RE),Caregiver voc,original
52,476.206,478.378,hai visto che c’è la mamma e i cuccioli?	(QA),Caregiver voc,original
52,479.842,481.3,la mamma e i cuccioli (RE),Caregiver voc,original
52,481.764,482.816,e questo chi è? (QE),Caregiver voc,original
52,483.605,485.4,"tacchino, pollo	(RE)",Caregiver voc,original
52,485.415,487.948, hai visto vieni a vedere (QA DA),Caregiver voc,original
52,489.621,492.857,non vuoi? Joele (QO NC),Caregiver voc,original
52,491.773,492.55,xxx,Caregiver voc,reli
52,494.634,495.906,xxx,Caregiver voc,reli
52,501.464,502.221,Joele,Caregiver voc,original
52,501.503,502.179,Joele (NC),Caregiver voc,reli
52,518.242,522.385,"Joele, vieni, sei pronto? (NC DA QO)",Caregiver voc,original
52,518.759,522.081,"Joele, vieni, sei pronto? (NC DA QO)",Caregiver voc,reli
52,523.289,537.687,"sei pronto? pronti, wroom, cosa hai, male di pancia? hai male alla pancia? cosa hai Joele? (_ AR OP QO QO QO NC)",Caregiver voc,reli
52,523.392,528.785,"sei pronto? pronti, wroom	( - AR OP)",Caregiver voc,original
52,529.278,532.128,"cosa hai, male di pancia? (QO)",Caregiver voc,original
52,532.464,533.1,no (CW),Infant voc,original
52,533.114,535.007,hai male alla pancia? (QO),Caregiver voc,original
52,534.664,535.228,no (CW),Infant voc,original
52,536.964,538.507,cosa hai Joele? (QO NC QO),Caregiver voc,original
52,543.757,544.564,xxx,Infant voc,original
52,543.788,544.448,no (CW),Infant voc,reli
52,544.621,546.268,Hai male alla pancia vero? (QO NC QO),Caregiver voc,original
52,544.777,546.122,Hai male alla pancia vero? (QO),Caregiver voc,reli
52,546.492,547.971,to(r)niamo casa (CW),Infant voc,original
52,546.69,547.722,to(r)niamo casa (CW),Infant voc,reli
52,547.871,550.178,"torniamo a casa, hai male alla pancia (W RO)",Caregiver voc,original
52,547.904,550.065,"torniamo a casa, hai male alla pancia (W RO)",Caregiver voc,reli
52,550.556,550.921,sì (CW),Infant voc,reli
52,550.578,551.22,sì (CW),Infant voc,original
52,553.057,554.685,"Joele, vieni con la mamma vieni (NC DA C)",Caregiver voc,original
52,553.101,554.439,vieni con la mamma vieni (DA C),Caregiver voc,reli
52,554.412,555.768,xxx,Infant voc,reli
52,554.614,557.042,"xxxx, fini(to)",Infant voc,original
52,556.41,557.145,fini(to),Infant voc,reli
52,557.183,559.53,"no, vieni qui con la mamma che giochiamo insieme, vieni (C DA W DA)",Caregiver voc,reli
52,557.35,559.771,"no, vieni qui con la mamma che giochiamo insieme, vieni (C DA W DA)",Caregiver voc,original
52,559.442,560.642,xxx,Infant voc,original
52,559.452,560.403,xxx,Infant voc,reli
52,566.135,569.664,"facciamo le coccole, hai male alla pancia? Mm (W QO C)",Caregiver voc,original
52,566.281,571.546,"facciamo le coccole, hai male alla pancia? Mm, vieni con la mamma, vieni qui (W QO C DA C)",Caregiver voc,reli
52,570.55,572.342,"vieni con la mamma, vieni qui (DA C)",Caregiver voc,original
52,571.605,572.083,nooo (CW),Infant voc,reli
52,571.885,572.592,nooo (CW),Infant voc,original
52,572.435,573.378,"no, non vuoi? (C QO)",Caregiver voc,original
52,572.452,573.312,"no, non vuoi? (C QO)",Caregiver voc,reli
52,581.999,584.326,"quella panciotta che fa sempre male, vero piccolo (RO C NE)",Caregiver voc,reli
52,582.221,585.042,"quella panciotta che fa sempre male, vero piccolo	(RO C NE)",Caregiver voc,original
52,585.13,585.388,siii (CW),Infant voc,reli
52,585.142,585.692,siii (CW),Infant voc,original
52,585.585,589.464,"mm vieni qua che ti faccio un massaggio, o la formichina? (C DA RM)",Caregiver voc,original
52,585.83,589.27,"mm vieni qua che ti faccio un massaggio, o la formichina? (C DA RM)",Caregiver voc,reli
52,589.488,590.146,no (CW),Infant voc,reli
52,589.635,590.357, no (CW),Infant voc,original
52,590.239,591.165,non hai voglia? (QO),Caregiver voc,reli
52,590.25,591.566,non hai voglia? (QO),Caregiver voc,original
52,595.519,596.345,vieni con me (DA),Caregiver voc,reli
52,595.614,596.907,vieni con me	(DA),Caregiver voc,original
52,596.568,597.533,noo (CW),Infant voc,reli
52,596.65,597.485,nooo (CW),Infant voc,original
52,604.528,610.826,"facciamo così guarda ci nascondiamo, così dov’è Joele? Non lo so (W DA W C QO NC RM)",Caregiver voc,reli
52,604.764,608.214,"facciamo così guarda ci nascondiamo, così		(W DA W C)",Caregiver voc,original
52,608.635,611.048,"dov’è Joele? Non lo so, (QO NC RM QA)",Caregiver voc,original
52,611.01,611.564,xxx,Infant voc,reli
52,611.135,611.8,xxx,Infant voc,original
52,611.626,612.465,dove è andato? (QA),Caregiver voc,reli
52,611.628,612.726,dove è andato? (QO NC RM QA),Caregiver voc,original
52,612.641,614.476,xxx,Infant voc,reli
52,612.807,614.864,xxx,Infant voc,original
52,614.529,618.197,dove è andato? Hai male alla pancia vero?	(QO C),Caregiver voc,original
52,614.663,615.932,dove è andato? (_),Caregiver voc,reli
52,616.634,617.822,Hai male alla pancia vero? (QO C),Caregiver voc,reli
52,627.307,628.314,xxx,Infant voc,original
52,629.03,630.455,"Joele vieni con mamma, vieni (NC DA C)",Caregiver voc,reli
52,629.207,630.702,"Joele vieni con mamma, vieni	(NC DA C)",Caregiver voc,original
52,630.657,632.15,xxx,Infant voc,original
57,13.852,14.781,facciamo ancora (W),Caregiver voc,reli
57,13.873,15.081,facciamo ancora (W),Caregiver voc,original
57,16.11,20.17,"spetta, questo to, no questo 	(DA RE)",Caregiver voc,original
57,21.91,22.709,xxx,Caregiver voc,original
57,23.91,28.15,"spetta, questo to, no questo (DA RE)",Caregiver voc,reli
57,27.47,30.32,xxx,Caregiver voc,original
57,29.08,38.413,ohoh pronti oh oppi (C AR C),Caregiver voc,reli
57,30.69,33.064,oh oh (C AR C),Caregiver voc,original
57,31.35,39.27,risata,Infant voc,reli
57,33.98,35.028,xx,Caregiver voc,original
57,35.47,36.57,xxx,Infant voc,original
57,36.126,38.47,oh oppi (C AR C),Caregiver voc,original
57,41.622,45.127,atteno wroom (DA OP),Caregiver voc,reli
57,41.64,45.07,attento wroom (DA OP),Caregiver voc,original
57,47.599,49.902,tira a mamma qua tira su (DA C),Caregiver voc,reli
57,47.7,50.202,tira a mamma qua tira su (DA C),Caregiver voc,original
57,53.13,55.93,"tira, pronti (DA AR)",Caregiver voc,reli
57,53.22,56.107,"tira, pronti (DA AR)",Caregiver voc,original
57,56.51,57.88,facciamo così xxx (W),Caregiver voc,reli
57,56.592,63.03,"facciamo così (W), lo rifacciamo pronti oh oh	 (W AR C)",Caregiver voc,original
57,58.052,63.149,lo rifacciamo pronti oh oh (W AR C),Caregiver voc,reli
57,63.885,71.933,"su metti su, metti su, metti (DA C)",Caregiver voc,original
57,63.889,68.55,"su metti su, metti su, metti (DA C)",Caregiver voc,reli
57,70.25,71.28,oppla su (C),Caregiver voc,reli
57,72.59,73.506,[risata],Infant voc,original
57,73.703,75.244,xxx,Caregiver voc,reli
57,73.91,75.5,oppla su (C),Caregiver voc,original
57,75.59,78.05,xxx,Infant voc,original
57,78.79,84.78,"dai metti questo, questo, questo (DA RE)",Caregiver voc,original
57,78.797,84.306,"dai metti questo, questo, questo (DA RE)",Caregiver voc,reli
57,79.28,80.57,risata ,Infant voc,reli
57,84.53,86.49,[risata],Infant voc,original
57,85.39,92.032,oh pronti oppla (C AR C),Caregiver voc,reli
57,85.64,86.78,oh (C),Caregiver voc,original
57,90.11,90.96,pronti (AR),Caregiver voc,original
57,93.859,94.938,prendi la palla (DA),Caregiver voc,reli
57,93.966,95.066,prendi la palla (DA),Caregiver voc,original
57,102.26,105.85,pam (OP) faccio io (RM) prendi la palla to	(DA),Caregiver voc,original
57,102.28,102.716,pam (OP),Caregiver voc,reli
57,102.729,103.801,faccio io (RM),Caregiver voc,reli
57,106.86,107.974,tira la palla (DA),Caregiver voc,original
57,107.002,107.742,tira la palla (DA),Caregiver voc,reli
57,113.83,117.594,"facciamo un po’ questo gioco qui (W), ecco facciamo il caffè, (W C)",Caregiver voc,original
57,113.859,115.791,facciamo u po' questo gioco qui (W),Caregiver voc,reli
57,115.904,124.641,"ecco facciamo il caffé, facciamo cosi sshh (W C OP)",Caregiver voc,reli
57,119.797,123.122,facciamo così sshh (OP),Caregiver voc,original
57,123.71,124.684,xxx,Caregiver voc,original
57,125.947,128.205,"ahm, che buono (C RE)",Caregiver voc,reli
57,126.09,128.435,"ahm, che buono (C RE)",Caregiver voc,original
57,129.071,130.983,to mangia su mangia (DA C),Caregiver voc,reli
57,129.28,131.07,to mangia su mangia (DA C),Caregiver voc,original
57,131.79,137.918,"ahm, no non in bocca cosi (OP C AD C)",Caregiver voc,reli
57,131.91,132.702,ahm (OP),Caregiver voc,original
57,135.73,138.342,no non  in bocca così (C AD C),Caregiver voc,original
57,144.713,147.625,"metti il caffe, metti il latte (DA DA)",Caregiver voc,reli
57,144.751,147.746,"metti il caffè, metti il latte (DA DA)",Caregiver voc,original
57,148.368,150.74,"shhh. a te, a mamma, am (OP RE OP)",Caregiver voc,reli
57,148.45,149.88,shhh(OP),Caregiver voc,original
57,149.88,152.618,"a te, a mamma, am	(RE OP)",Caregiver voc,original
57,155.399,157.58,xxx,Caregiver voc,original
57,160.37,162.46,xxx,Caregiver voc,original
57,168.094,168.967,piattino (RE),Caregiver voc,reli
57,168.34,169.315,piattino (RE),Caregiver voc,original
57,179.11,181.16,ecco devi togliere (DA),Caregiver voc,reli
57,179.12,182.77,"ecco devi togliere (DA), e i cucchiaini? (QE)",Caregiver voc,original
57,181.537,186.872,e i cucchiaini? I cucchiaini (QE RE),Caregiver voc,reli
57,186.07,187.149,I cucchiaini (RE),Caregiver voc,original
57,188.62,193.966,prendi (DA) Il bambino piccolino (RE) gli diamo la pappa (W),Caregiver voc,original
57,188.98,190.11,xxx,Caregiver voc,reli
57,190.254,193.778,il bambino piccolino. gli diamo la pappa (RE W),Caregiver voc,reli
57,194.68,202.26,ahm ahm ahm (OP) mangia la pappa questo bimbo (RE),Caregiver voc,original
57,194.693,197.631,ahm ahm ahm (OP),Caregiver voc,reli
57,197.947,200.488,mangia la pappa questo bimbo (RE),Caregiver voc,reli
57,200.55,201.902,facciamo bere l'acqua (W),Caregiver voc,reli
57,205.42,206.867,facciamo bere l’acqua (W),Caregiver voc,original
57,205.508,206.758,faccioamo bere l'acqua,Caregiver voc,reli
57,207.736,209.1,fai mangiar la pappa (DA),Caregiver voc,reli
57,208.01,209.265,fai mangiare la pappa (DA),Caregiver voc,original
57,210.71,211.47,mm (C),Caregiver voc,original
57,212.837,217.19,mm bravo bravo fai mangiare la pappa (C AE DA),Caregiver voc,reli
57,213.04,214.12,bravo (AE),Caregiver voc,original
57,215.15,217.74,bravo (AE) fai mangiare la pappa	(DA),Caregiver voc,original
57,217.98,218.76,ohoooo,Infant voc,reli
57,218.11,218.847,ohoooo,Infant voc,original
57,218.72,225.16,"oho, ha sonno questo bambino facciamo la nanna xxx la nanna (C RE W)",Caregiver voc,original
57,219.566,224.902,"oho, ha sonno questo bambino facciamo la nanna xxx la nanna (C RE W)",Caregiver voc,reli
57,225.75,230.53,no oh vedi fa la nanna (C DA),Caregiver voc,original
57,225.97,230.322,oh oh vedi fa la nanna (C DA),Caregiver voc,reli
57,230.351,231.6,xxx,Caregiver voc,reli
57,230.536,231.901,fai vedere un po’ (DA),Caregiver voc,original
57,244.0,245.16,xxx,Infant voc,original
57,249.22,251.595,xxx,Caregiver voc,reli
57,250.59,252.99,"fai vedere un po’ (DA) , la giraffa (RE)",Caregiver voc,original
57,251.628,252.846,la giraffa (RE),Caregiver voc,reli
57,255.9,257.637,questo fa la nanna vedi (DA),Caregiver voc,reli
57,256.02,257.615,questo fa la nanna vedi (DA),Caregiver voc,original
57,257.644,260.498,xxx,Caregiver voc,reli
57,259.297,262.96,questo va a dormire sonnecchia xxx (RE I),Caregiver voc,original
57,264.507,267.201,questo va a dormire sonnecchia xxx (RE I),Caregiver voc,reli
57,264.75,269.799,spetta un po’ fa la nanna come questo (DA RE),Caregiver voc,original
57,268.05,269.49,xxx,Caregiver voc,reli
57,280.016,280.674,spetta un po',Caregiver voc,reli
57,280.29,296.51,"ecco fa la nanna, questo pure, ecco vedi, fa la nanna vedi un po, fa la nanna questo qua? (C RE RE DA DA QE)",Caregiver voc,original
57,281.149,282.667,fa la nanna come questo  (RE),Caregiver voc,reli
57,282.882,287.166,"ecco vedi. fa la nanna vedi un po, fa la nanna questo qua? (DA DA QE)",Caregiver voc,reli
57,287.622,296.456,"questo pure. ecco vedi. fa la nanna vedi un po, fa la nanna queesto qua? (RE DA QE )",Caregiver voc,reli
57,299.055,299.674,vero (C),Caregiver voc,reli
57,299.13,299.71,vero (C),Caregiver voc,original
57,313.0,314.0,vroom,Infant voc,original
57,329.66,330.75,xxx brum oho (I OP C),Caregiver voc,reli
57,329.67,331.04,xxx brum oho (I OP C),Caregiver voc,original
57,331.84,332.83,ehe tiè (C DA),Caregiver voc,reli
57,332.11,333.4,ehe tiè (C DA),Caregiver voc,original
57,337.77,339.25,xxx,Caregiver voc,original
57,355.37,357.52,xxx,Caregiver voc,reli
57,355.64,361.285,questo xxx gli occhietti (I RE),Caregiver voc,original
57,358.211,361.276,questo xxx gli occhietti (I RE),Caregiver voc,reli
57,362.07,363.69,xxx,Caregiver voc,reli
57,362.27,363.849,xxx,Caregiver voc,original
57,370.06,371.29,senti come fa questo (DA),Caregiver voc,reli
57,370.21,375.945,"senti come fa questo, pronti oho via (DA AR)",Caregiver voc,original
57,371.72,375.46,pronti oho via  (AR),Caregiver voc,reli
57,377.21,378.14,come ha fatto? Mm (QE C),Caregiver voc,reli
57,377.286,379.135,come ha fatto? Mm	(QE C),Caregiver voc,original
57,382.94,384.08,xxx,Caregiver voc,original
57,386.08,394.85,"guarda qui. c'era un volta, guarda qui (DA RE DA)",Caregiver voc,reli
57,386.38,394.85,"guarda qui, c’era un volta, guarda qui	(DA RE DA)",Caregiver voc,original
57,403.4,406.819,to’ metti questo metti questo (DA C),Caregiver voc,original
57,403.713,406.459,to' metti questo metti questo (DA C),Caregiver voc,reli
57,407.332,410.166,"Prendi la palla, metti questo (DA DA)",Caregiver voc,reli
57,407.47,410.472,"prendi la palla, metti questo	(DA DA)",Caregiver voc,original
57,413.02,416.87,xxx mannaggia aspetta (C DA),Caregiver voc,original
57,413.895,416.654,mannaggia aspetta (C DA),Caregiver voc,reli
57,417.78,419.558,xxx,Caregiver voc,original
57,418.423,425.436,"pronti, oh tira su tira (AR DA C)",Caregiver voc,reli
57,420.731,426.08,"pronti, oh tira su tira	( AR DA C)",Caregiver voc,original
57,423.81,426.83,risata,Infant voc,reli
57,424.25,428.5,xxx,Infant voc,original
57,426.771,427.654,aha (C),Caregiver voc,reli
57,427.35,432.4,risata,Infant voc,reli
57,430.07,433.021,xxx,Infant voc,original
57,435.081,436.856,qua facciamo un'altra volta? (W),Caregiver voc,reli
57,435.26,437.141,qua facciamo un'altra volta? (W),Caregiver voc,original
57,435.94,442.53,risata,Infant voc,reli
57,437.933,439.117,[risata],Infant voc,original
57,438.224,440.501,qua qua così cosi (C C),Caregiver voc,reli
57,438.404,440.799,qua qua così così (C C),Caregiver voc,original
57,439.65,447.68,[risata],Infant voc,original
57,441.701,448.03,xxx,Caregiver voc,original
57,441.973,443.136,questo metti (DA),Caregiver voc,reli
57,442.7,445.88,risata,Infant voc,reli
57,445.149,448.716,"to metti, su così metti (DA C)",Caregiver voc,reli
57,448.68,451.736,"to metti, su così metti (DA C)",Caregiver voc,original
57,448.758,450.567,"questo metti. metti sopra, sopra cosi (DA RE C)",Caregiver voc,reli
57,451.94,453.004,questo (DA),Caregiver voc,original
57,452.065,457.433,questo metti (DA),Caregiver voc,reli
57,456.743,457.728,metti (DA),Caregiver voc,original
57,459.517,461.781,"metti sopra, sopra cosi ",Caregiver voc,reli
57,459.58,461.995,"metti sopra, sopra così (RE C)",Caregiver voc,original
57,464.452,467.899,"questo, bravo (RE AE)",Caregiver voc,reli
57,464.58,467.882,"questo, bravo (RE AE)",Caregiver voc,original
57,468.114,469.228,adesso la palla (RE),Caregiver voc,reli
57,468.23,470.926,"adesso la palla, facciamo  (RE W)",Caregiver voc,original
57,469.964,473.781,facciamo pronti pam (W AR OP),Caregiver voc,reli
57,472.9,474.048,xxx,Caregiver voc,original
57,483.14,485.173,adesso lo facciamo con la macchina (W),Caregiver voc,original
57,483.293,484.899,adesso lo facciamo con la macchina (W),Caregiver voc,reli
57,489.62,496.564,"questo è per te, questo è per te, facciamo, uno due (RE - W RE )",Caregiver voc,original
57,489.634,491.453,questo è per te. questo è per te (RE RE),Caregiver voc,reli
57,489.84,493.7,xxx,Infant voc,original
57,490.0,493.33,lamento,Infant voc,reli
57,492.133,501.244,"faciamo, uno due, mm questo (W RE C)",Caregiver voc,reli
57,500.271,501.42,xxx,Caregiver voc,original
57,503.05,505.309,xxx,Infant voc,original
57,506.993,508.524,guarda come faccio io (DA RM),Caregiver voc,reli
57,507.15,508.711,guarda come faccio io (DA RM),Caregiver voc,original
57,510.309,515.433,oh pam (OP),Caregiver voc,reli
57,510.35,511.527,oh pam (OP),Caregiver voc,original
57,514.37,515.68,xxx,Infant voc,original
57,515.85,518.89,xxx,Infant voc,reli
57,516.25,519.14,xxx,Infant voc,original
57,520.21,523.26,xxx,Infant voc,original
57,521.67,524.26,xxx,Infant voc,reli
57,523.67,524.666,xxx,Infant voc,original
57,529.856,530.596,ecco (C),Caregiver voc,reli
57,529.891,530.885,ecco (C),Caregiver voc,original
57,543.46,544.348,xxx,Infant voc,original
57,548.146,548.87,ops (C),Caregiver voc,original
57,548.237,548.69,ops (C),Caregiver voc,reli
57,549.819,550.416,xxx,Infant voc,original
57,552.62,554.59,xxx,Infant voc,reli
57,553.18,554.87,xxx,Infant voc,original
57,555.817,557.846,guarda questo bimbo con la macchina (DA),Caregiver voc,reli
57,555.92,557.96,guarda questo bimbo con la macchina (DA),Caregiver voc,original
57,557.921,563.166,guarda un po' oh guarda un po' fa questo (DA C DA),Caregiver voc,reli
57,558.44,563.399,guarda un po’ oh guarda un po’ come fa questo (DA C DA),Caregiver voc,original
57,565.55,566.803,xxx,Caregiver voc,original
57,565.7,566.244,xxx,Caregiver voc,reli
57,569.92,572.645,ohooo via (AR),Caregiver voc,original
57,570.289,572.387,ohooo via (AR),Caregiver voc,reli
57,579.508,587.785,"così così via, pronti via ah (C AR)",Caregiver voc,reli
57,580.802,584.23,così così via (C),Caregiver voc,original
57,585.909,587.816,pronti via ah (AR),Caregiver voc,original
57,589.12,592.734,xxx,Infant voc,original
57,589.49,594.97,lamenti,Infant voc,reli
59,1.201,2.586,xxx,Caregiver voc,reli
59,2.586,7.98,xxx,Caregiver voc,reli
59,20.096,22.634,"dai metti dentro, chiudi (DA, DA)",Caregiver voc,reli
59,20.551,22.772,"dai metti dentro, chiudi (DA DA)",Caregiver voc,original
59,26.211,29.769,"metti dentro questo rosso, aspetta prima lascia aperto (DA, DA)",Caregiver voc,reli
59,26.955,30.264,"metti dentro questo rosso, aspetta prima lascia aperto (DA DA)",Caregiver voc,original
59,31.242,32.727,mm quello rosso (C RE),Caregiver voc,original
59,31.423,31.942,"mm quello rosso (C, RE)",Caregiver voc,reli
59,31.634,33.288,mmmmm,Infant voc,reli
59,31.794,33.441,mmmmm,Infant voc,original
59,33.772,41.022,"guarda così uno, due e adesso va dentro (DA RE RE)",Caregiver voc,original
59,33.845,34.485,XXXX,Infant voc,original
59,34.144,39.846,"guarda così uno, due e adesso va dentro (DA, RE, RE)",Caregiver voc,reli
59,35.911,36.801,XXXX,Infant voc,original
59,37.058,38.08,XXXX,Infant voc,original
59,41.173,46.211,"apri apri, questo va dentro e dopo chiudi (DA, RE, DA)",Caregiver voc,reli
59,41.551,45.691,"apri apri, questo va dentro e dopo chiudi (DA RE DA)",Caregiver voc,original
59,42.676,43.176,XXX,Infant voc,original
59,45.985,46.551,XXX,Caregiver voc,original
59,46.596,47.826,xxx,Caregiver voc,reli
59,47.11,48.088,XXX,Caregiver voc,original
59,49.362,49.95,"prima (DA, DA, DA, C, NE)",Caregiver voc,reli
59,49.529,55.176,"prima apri guarda, metti tu metti tu Gioia (DA DA DA C NE)",Caregiver voc,original
59,50.762,52.45,"apri guarda (DA, DA, DA, C, NE)",Caregiver voc,reli
59,52.45,54.75,"metti tu metti tu Gioia (DA, DA, DA, C, NE)",Caregiver voc,reli
59,55.451,57.076,xxx,Caregiver voc,reli
59,55.566,56.647,no (C RO),Caregiver voc,original
59,58.154,59.073,xxx,Infant voc,original
59,58.884,61.317,"no, in crisi (C, RO)",Caregiver voc,reli
59,59.154,60.235,in crisi (C RO),Caregiver voc,original
59,60.727,61.588,xxxx,Infant voc,original
59,61.865,63.769,"oh visto? (C, QA)",Caregiver voc,reli
59,62.691,64.117,oh visto? (C QA),Caregiver voc,original
59,66.23,68.25,"ok libro? (C, QE)",Caregiver voc,reli
59,66.764,68.117,ok libro? (C QE),Caregiver voc,original
59,71.375,74.411,che è chi è? fammi vedere (QE DA),Caregiver voc,original
59,71.644,74.913,"che è chi è? fammi vedere (QE, DA)",Caregiver voc,reli
59,74.897,76.985,fammi vedere che è questa (C),Caregiver voc,original
59,75.028,77.153,fammi vedere che è questa,Caregiver voc,reli
59,76.301,78.345,xxx,Infant voc,original
59,77.374,78.528,xxx,Caregiver voc,reli
59,80.102,81.073,xxx,Infant voc,original
59,81.288,82.769,"guarda, chi è?	(DA, QE)",Caregiver voc,reli
59,81.323,83.051,"guarda, chi è? (DA QE)",Caregiver voc,original
59,82.788,86.576,"scimmia, indichi, scimmia (RE, DA, RE)",Caregiver voc,reli
59,83.073,86.882,"scimmia, indichi, scimmia (RE DA RE)",Caregiver voc,original
59,86.596,89.144,"qui dove sta la scimmia, qua? (QE, C)",Caregiver voc,reli
59,86.911,89.0,"qui dove sta la scimmia, qua? (QE)",Caregiver voc,original
59,89.022,90.617,qui dove sta?	(QE),Caregiver voc,original
59,89.201,90.509,qui dove sta? (QE),Caregiver voc,reli
59,90.095,90.838,xxx,Infant voc,original
59,90.759,94.096,qui dove sta la scimmia? (QE),Caregiver voc,reli
59,90.764,91.698,xxx,Caregiver voc,original
59,91.926,94.514,qui dove sta la scimmia? (QE),Caregiver voc,original
59,94.259,100.403,dopo la scimmiotta dove sta? Dove sta la scimmiotta? (QE),Caregiver voc,reli
59,94.683,97.75,dopo la scimmiotta dove sta? (QE),Caregiver voc,original
59,99.352,100.948,Dove sta la scimmiotta? (QE),Caregiver voc,original
59,100.73,103.701,"dimmi dove sta, eccola (DA, RE)",Caregiver voc,reli
