sub,onset,offset,cat,tier
188,223.77,224.07,aah,Infant voc
188,224.6,228.57,che c' è? Ti vuoi sistemare qua vicino a mamma? (QO QA),Caregiver voc
188,229.02,229.79,allora aspetta (DA),Caregiver voc
188,229.05,229.29,xx,Infant voc
188,231.23,235.04,"ecco qua, vieni qua? Aaah (C QA C)",Caregiver voc
188,236.89,242.12,"guarda? Uuu le vedi le ranocchie? guarda questa come ride, questa ranocchia. guarda?  (DA C QA DA C QA DA I )",Caregiver voc
188,242.6,247.9,guarda? Apre xxxxxxx. come fa mamma? Che ti prende così. aaaaaaaah. risata  (DA I QM QA AL),Caregiver voc
188,247.14,247.61,risata,Infant voc
188,248.5,251.03,che ti fa i solletichino. risata (RE),Caregiver voc
188,248.87,250.46,risata,Infant voc
188,251.39,251.96,è vero? (C),Caregiver voc
188,252.84,256.25,xxxxxxxxxx,Infant voc
188,254.19,255.82,xxxxxxxx mamma? (I),Caregiver voc
188,257.47,258.32,aia,Infant voc
188,258.59,259.07,che cosa? (QO),Caregiver voc
188,259.73,261.07,allora leggiamo la storia? (W),Caregiver voc
188,261.59,261.78,si (CW),Infant voc
188,261.74,261.9,Mh? (C),Caregiver voc
188,262.93,272.35,"allora ediamo, guarda ci sono due rane che si guardano. guarda come si guardano queste due rane. e che fanno? (W DA QE)",Caregiver voc
188,272.57,273.62,come si chiama questa ana?,Caregiver voc
188,274.93,276.73,eh Antonio come si chiama questa rana? (QE),Caregiver voc
188,277.37,280.01,chi chi e questa si chiama? (QE),Caregiver voc
188,280.79,283.57,oooooh che cosa stai facendo? questa come si? (C QA QE)),Caregiver voc
188,283.98,285.8,chi chi e co co (RE),Caregiver voc
188,286.22,286.72,co co (CW),Infant voc
188,286.92,287.47,co co (RE),Caregiver voc
188,288.17,294.92,allora guarda Antonio. guarda queste si fanno le pernacchie. vedi chi ci quante pernacchi. come fanno le pernacchie. pi pi pi pi (DA NC DA DA AN),Caregiver voc
188,295.94,297.22,pi pi pu. risata (AL),Caregiver voc
188,298.2,300.17,come fanno le pernacchie? Pi pi pi pi pu (QE AN),Caregiver voc
188,300.69,303.82,si tira il nasino? Si tira il nasino? (QA C),Caregiver voc
188,305.25,307.65,hei non voglio che fai queste cose è (C AD),Caregiver voc
188,308.23,308.53,risata,Infant voc
188,309.61,309.87,no (CW),Infant voc
188,310.41,310.97,che fai? (QA),Caregiver voc
188,311.31,312.91,"ah, mi sfidi? (C QM)",Caregiver voc
188,313.44,315.69,"aah, che cos'è questa cosa? (C QE)",Caregiver voc
188,316.27,318.83,questo si è fatta male a xxxxx (RE I),Infant voc
188,318.9,321.73,"madonna mia, ma tu ti fai male? (C QE)",Caregiver voc
188,323.03,324.48,na qyesti è u segni? (QE),Caregiver voc
188,324.66,325.52,che cosa sono? (QE),Caregiver voc
188,331.2,334.29,"ooh il telefonino, chiudiamo (C RE W)",Caregiver voc
188,334.93,338.3,"questi scocciatori, chiudiamo? Eh? (RE W C)",Caregiver voc
188,338.95,339.65,si chiudi (CW),Infant voc
188,339.42,340.39,andiamo a chiudere (W),Caregiver voc
188,352.49,353.57,ecco (C),Caregiver voc
188,353.89,355.46,aspetta dai raccontiamo una storia (W),Caregiver voc
188,356.62,360.47,"aah, ma adesso vuoi vedere che cosa ti faccio io? (C QA RM)",Caregiver voc
188,360.84,362.5,e come ti distrai? (QA),Caregiver voc
188,363.01,363.91,guarda Antonio (DA NC),Caregiver voc
188,365.98,367.16,io ti prendo questo (RM),Caregiver voc
188,367.84,368.94,e questo che cos' è (QE),Caregiver voc
188,369.84,372.59,Anotnio? Antonio? (NC NC),Caregiver voc
188,373.25,375.89,uaaaaaaa. risata (AN AL)),Caregiver voc
188,376.02,376.64,e cosa,Caregiver voc
188,376.97,379.42,io ti ti (RM),Caregiver voc
188,379.66,386.13,guarda! Si è aggroviglia tutto. e ti mangio un braccio tutto (DA RE RM),Caregiver voc
188,387.55,389.23,che cosa ti mangio? Guarda Antonio (QM DA NC),Caregiver voc
188,389.45,390.34,ti piace questo? (QO),Caregiver voc
188,390.9,391.8,che cos'è questo? (QE),Caregiver voc
188,392.48,392.76,risata,Infant voc
188,393.61,394.59,che cos'è questo?,Caregiver voc
188,395.8,396.31,guarda (DA),Caregiver voc
188,397.53,402.99,arrivo a mangiarti tutto (sepente). risata (RM AL),Caregiver voc
188,400.71,401.38,risata,Infant voc
188,403.305,403.495,risata,Infant voc
188,404.8,405.82,ti mangio tutto? (QM),Caregiver voc
188,406.0,406.47,si (CW),Infant voc
188,407.89,411.24,io ti mangio tutto. ristata (RM AL),Caregiver voc
188,409.55,410.87,risata,Infant voc
188,412.76,414.0,xxxxxx,Infant voc
188,414.25,414.88,di nuovo? (QM),Caregiver voc
188,415.1,415.39,si (W),Infant voc
188,415.76,416.33,di nuovo? (QM),Caregiver voc
188,416.49,416.83,si (CW),Infant voc
188,417.07,418.71,arriva che ti mangio tutto? (QM),Caregiver voc
188,419.11,420.34,come si chiama questo serpente? (QE),Caregiver voc
188,420.11,421.15,xxxxx,Infant voc
188,421.31,424.19,guarda con la lingua adesso ti mangio tutto. risata (DA RM AL)),Caregiver voc
188,422.7,423.57,risata,Infant voc
188,424.64,425.47,risata,Infant voc
188,426.21,426.88,guarda (CW),Infant voc
188,427.21,427.84,guarda (DA),Caregiver voc
188,429.16,438.24,"arrive da dietro passo da mamma, ti mangio tutto [ risata ]  (RE RM AL)",Caregiver voc
188,433.835,438.23,risata,Infant voc
188,439.28,439.86,aiuto (C),Caregiver voc
188,440.53,441.33,che cosa vuoi che (QO),Caregiver voc
188,441.05,441.68,la pipì (CW),Infant voc
188,442.24,443.08,devi fare la pipì? (QA),Caregiver voc
188,443.33,444.83,di corsa devo fare le pipì! (SB),Caregiver voc
188,445.63,446.33,di corsa!,Caregiver voc
188,448.48,450.5,andiamo a fare la pipì di corsa vieni Antonio (W DA NC),Caregiver voc
188,451.13,451.68,di corsa ,Caregiver voc
188,451.85,453.2,dobbiamo andare. risata (W AL),Caregiver voc
188,453.86,457.3,vieni vieni (DA),Caregiver voc
188,549.01,552.48,è bravissimo entriamo qualcuno (CW),Infant voc
188,552.59,553.62,vieni vieni vieni (DA),Caregiver voc
188,553.1,554.7,si xxxxx,Infant voc
188,556.8,557.59,chidi bene (DA),Caregiver voc
188,557.73,558.28,bravo (AE),Caregiver voc
188,559.74,561.17,a che cosa savamo giocando? (W),Caregiver voc
188,562.1,563.46,sta giocando (CW),Infant voc
188,563.86,564.44,con? (QE),Caregiver voc
188,566.39,568.58,aah Antonio facciamo un gioco? (C NC W),Caregiver voc
188,569.02,570.86,adesso prendiamo il trenino (W),Caregiver voc
188,571.46,572.61,guarda vieni (DA DA),Caregiver voc
188,574.67,575.68,guarda vieni qua (C),Caregiver voc
188,577.69,581.51,e tu corri col trenino e io ti inseguo con il serpente (DA RM),Caregiver voc
188,581.61,583.03,dai prendi il trenino vai (DA C),Caregiver voc
188,583.73,584.41,corri corri (DA),Caregiver voc
188,585.19,589.12,corri aaaaaaaah ti inseguo (DA C RM),Caregiver voc
188,589.22,590.11,dai corri (DA),Caregiver voc
188,591.46,595.71,corri corri corri corri. risata (AL),Caregiver voc
188,593.56,594.42,aaaaaaaah,Infant voc
188,596.85,597.84,corri corri vieni (DA DA),Caregiver voc
188,600.55,601.84,eh il telefono (CW),Infant voc
188,603.58,604.54,ti piace il telefono? (QO),Caregiver voc
188,607.92,608.44,corriamo (W),Caregiver voc
188,609.19,609.59,si (CW),Infant voc
188,609.89,611.04,vieni vieni qua (DA),Caregiver voc
188,610.99,612.3,xxxx le chiavi (CW),Infant voc
188,612.39,618.92,"no quelle non le toccare Antonio, Antonio che non vuole Consuelo. vieni qua ( C DA NC NC RE DA))",Caregiver voc
188,620.99,623.53,bravo quando viene Consuelo li prendi (AE RE RA),Caregiver voc
188,623.94,624.72,vieni qua (DA),Caregiver voc
188,627.02,630.42,vieni non vuoi giocare più col serpente? (DA QA),Caregiver voc
188,632.53,636.42,vuoi giocare sì eh giochiamo ah (RA C W C),Caregiver voc
188,637.15,637.94,xxx,Infant voc
188,638.17,641.6,aspetta guarda ah (DA C),Caregiver voc
188,644.52,645.36,vieni qua vieni (DA C),Caregiver voc
188,646.61,647.31,dai seduto (DA),Caregiver voc
188,649.56,650.2,vieni (DA),Caregiver voc
188,651.97,653.55,Che cosa sono queste Antonio? (QE NC),Caregiver voc
188,656.03,658.33,Che cosa sono? Vieni dai (QE DA C),Caregiver voc
188,659.26,661.44,Antonio non puoi aprire quello vieni qua (NC RE DA),Caregiver voc
188,666.47,667.05,Che cos'è? (QE),Caregiver voc
188,668.7,670.24,Di che colore è questo Antonio? (QE NC),Caregiver voc
188,672.29,674.0,Di che colore è questo? vieni a verdere (QE DA),Caregiver voc
188,675.66,676.5,Amore vieni qua (NE DA),Caregiver voc
188,678.25,680.07,Dai Antonio vieni qua un attimo (AE NC DA),Caregiver voc
188,680.5,680.92,xxx,Infant voc
188,681.1,683.66,Prepariamo un caffè così ci sveglioamo? (W),Caregiver voc
188,684.61,689.58,"Dai vieni che prepariamo la colazione, guarda (DA W DA)",Caregiver voc
188,690.81,691.79,Vieni Anontio (DA),Caregiver voc
188,693.92,694.42,Vieni (DA),Caregiver voc
188,694.82,696.66,xxx,Infant voc
188,696.86,698.13,No no metti a posto (C DA),Caregiver voc
188,698.31,698.89,non c'è (CW),Infant voc
188,699.02,700.7,Non ci sono (RE),Caregiver voc
188,700.84,702.63,Non c'è qua dentro (CW),Infant voc
188,702.76,703.66,No vieni qua (C DA),Caregiver voc
188,704.08,706.39,non c'è qua dentro la scatola (CW),Infant voc
188,706.59,708.86,Antonio per favore vieni qua (NC C DA),Caregiver voc
188,708.53,710.33,le construzioni (CW),Infant voc
199,0.552,0.954,xxx,Caregiver voc
199,3.743,6.298,"Qua, come on baby, vieni (DA C)",Caregiver voc
199,8.063,9.412,Bravo (AE),Caregiver voc
199,10.286,25.399,"Ascolta me ascoltami ascoltami, Ti siedi un pochino qui con la mamma ehSiediti qua, Giù giù giù oh bravo, Qua e togliamo le scarpe (DA C QA C DA DO C AE W)",Caregiver voc
199,26.642,150.535,"Togliamo le scarpe? Tira tira dai sì tira, Tira oh issa, Mi dai l’altro piedino, No io voglio il piedino, Così scusa hai ragione, Mi dai il piedino, questo, Per piacere mi dai questo che togliamo la scarpa, Questo l’abbiamo tolto, ma adesso dobbiamo togliere l’altra, Sì togliamo questa scarpa, La togliamo questa? Sì, La mamma parte con le buone intenzioni ma poi, Anche a casa parto con le buone intenzioni ma, Vuoi prendere xxx? Dai, Guarda me, Come giochiamo a casa, apri le gambe, E come facciamo bum, Ti servono tutte e due le mani, Tira, Qua xxx, Dove è andata adesso la palla? (_ DA C DA _ C QA C RM C RO DA C DA W W W C W _ C RM _ QA C DA W DA W OP RA DA I QE) ",Caregiver voc
199,151.892,153.222,mmm,Infant voc
199,160.178,160.862,xxx,Infant voc
199,161.458,162.112,xxx,Caregiver voc
199,166.377,166.855,xxx,Infant voc
199,174.012,181.341,"Questo è un suo riconoscimento, Bisogna conoscerlo, vedo che lo fa spesso (RA _)",Caregiver voc
199,214.143,461.86,"Mi stupirebbe riuscire a giocare, Perché non l’ho mai visto giocare (gioca con EXP), E l’altra mano Matteo scusa, due mani, Cosa fai con una mano sola? Prova a metterlo dentro qua questo qua, Questo qua prendilo, Mettilo qua mettilo qua, Guardalo guardalo, Mettilo bene, Xxxx, Adesso dove lo metti quello, lo metti sul tavolo? O lo metti qua? Dove lo metti? O lo dai a Arianna? lo dai a Arianna (gioca con EXP), Cosa hai fatto Matteo? Tutti gli hai aperti, guarda, To prendilo, Come fai a prenderlo? Prendilo, Bravo chiudi la bocca, Sul tavolo bravo, Bravo metti anche l’altro pezzo sul tavolo, Metti anche l’altro pezzo, quello lì, Quello lì mettilo sul tavolo, Sì quello lì, Mettilo sul tavolo, Sì magari un po’ più piano, Mettilo bene sul tavolo dai, Prendilo prendilo, Prendi quello là rosso, Quello là prendilo e mettilo sul tavolo dai, No (RM _ QO NC C RO QA DA DA DA C DA DA I QA QA _ QA RA QA NC RA DA DA QA DA AE DA RE AE AE DA _ RE DA C RE DA C DA _ C DA DA C DA C AD)",Caregiver voc
291,5.598,7.873,rispondiamo a questo telefono? (W),Caregiver voc
291,11.07,12.314,pronto? (AG),Caregiver voc
291,15.542,18.217,chi ti ha chiamato? cosa stiamo facendo (QE W),Caregiver voc
291,17.517,19.424,p(r)onto papà arrivo. (CW),Infant voc
291,19.491,22.925,è andato a fare la pipì.pipì è andato a fare. (RE RE),Caregiver voc
291,22.889,26.225,no metti la cosa di piste xxx (CW),Infant voc
291,26.86,28.434,xxx,Infant voc
291,32.16,34.454, ma cosa c'è qua? un sacco di cose (QE RE),Caregiver voc
291,34.416,36.104, dove è il papà? (CW),Infant voc
291,36.155,37.458,è andato a fare la pipì amore (RE NE),Caregiver voc
291,38.315,39.009,mm (C),Caregiver voc
291,39.545,40.625,vediamo qua cosa c'è. (W),Caregiver voc
291,41.694,43.252,che bella questa stanza (RE),Caregiver voc
291,42.68,45.345, aspetta una chiave mamma (CW),Infant voc
291,45.36,46.538,oh guarda (C DA),Caregiver voc
291,48.72,52.43,  aspetta dove vai? no non uscire non si può uscire. adesso viene il papà Elia (AD QA AD RE NC),Caregiver voc
291,53.18,54.065,aspettami (AD),Caregiver voc
291,55.355,56.274,ma dove è finito? (CW),Infant voc
291,56.236,57.416,  e qua cosa c'è? (QE),Caregiver voc
291,57.938,59.397,  xx oh guarda! (I C DA),Caregiver voc
291,59.969,61.286,xxx,Infant voc
291,60.673,62.26,e questo cos'è? (QE),Caregiver voc
291,62.762,63.965,e questo ma (CW),Infant voc
291,63.924,66.224, l'hai visto che ci sono delle spine qua. (RA RE),Caregiver voc
291,66.199,67.477,xx mamma (CW),Infant voc
291,67.061,68.252, vieni qua dai (DA C),Caregiver voc
291,69.881,70.698,xxx,Infant voc
291,70.509,71.855,ci sono delle spine (RE),Caregiver voc
291,73.098,75.936,chiudi la porta dai che sennò il papà non può entrare (DA RE),Caregiver voc
291,73.098,73.754,xxx,Infant voc
291,75.239,76.358,xxx,Infant voc
291,76.421,77.467,vieni dai Elia (DA C NC),Caregiver voc
291,77.884,78.847,dove mamma (CW),Infant voc
291,79.347,82.895, le bolle ci sono. vieni! Elia ci sono le bolle (RE DA NC RE),Caregiver voc
291,83.16,83.602,guarda (DA),Caregiver voc
291,83.982,84.395,vieni (DA),Caregiver voc
291,85.493,85.784,vieni (/),Caregiver voc
291,87.13,88.088,vieni amore guarda (DA NE DA),Caregiver voc
291,89.446,90.545,xxx,Infant voc
291,91.896,92.405,guarda (DA),Caregiver voc
291,93.159,94.625,xxx,Infant voc
291,94.889,95.739,adesso viene (RE),Caregiver voc
291,96.125,97.585,è andato a fare la pipì (RE),Caregiver voc
291,97.721,99.496,le bolle (CW),Infant voc
291,99.184,101.684," oh le bolle, si guarda (C RE C DA)",Caregiver voc
291,103.035,104.196,sono quelle di Winnie (RE),Caregiver voc
291,107.495,108.416,xxx,Infant voc
291,109.896,112.266, che cos'è? (CW),Infant voc
291,112.139,114.881,il telefono. chi chiamiamo adesso la nonna Paola? (RE W),Caregiver voc
291,122.616,125.615,mamma è così anche xx (CW),Infant voc
291,124.844,125.556,vediamo (W),Caregiver voc
291,126.377,126.855,xxx,Infant voc
291,126.844,130.775,oh vediamo aspetta aspetta. vediamo cosa. chi chiamiamo adesso. (C W AD W W),Caregiver voc
291,130.638,131.872,xxx,Infant voc
291,136.07,136.437,xxx,Infant voc
291,136.138,139.665," si pronto nonna Paola, ciao. Elia è qua. (AG RE AG NC RO)",Caregiver voc
291,140.318,141.782,eh si che Elia è qua (C NC RO),Caregiver voc
291,141.932,143.667, xxx,Infant voc
291,143.281,145.26,eh non si staccano quelli Elia (C RE NC),Caregiver voc
291,145.667,147.856,eh sta giocando con giochi nuovi (C RA),Caregiver voc
291,149.155,150.612,xxx,Infant voc
291,151.099,152.226,xxx,Infant voc
291,151.408,153.155,sta giocando con dei giochi nuovi (RA),Caregiver voc
291,153.755,154.786, eh si (C),Caregiver voc
291,154.435,159.012,xx ti(r)a(r)ti via xxx (CW),Infant voc
291,160.13,161.524,mmm (C),Caregiver voc
291,162.855,163.609,xxx,Infant voc
291,162.961,163.609,xxx (I),Caregiver voc
291,164.237,165.498,una (r)adio (CW),Infant voc
291,165.836,166.895,una radio? (QE),Caregiver voc
291,167.139,171.091,è caldo qua dentro vero amore? vuoi che ti tolgo la maglietta? (QE QE NE),Caregiver voc
291,167.244,168.207,xxx,Infant voc
291,169.514,170.43,xxx,Infant voc
291,173.313,175.125,dimmi se ti scappa la pipì sai (DA RO C),Caregiver voc
291,175.922,180.849,la pipì. xx mi scappa pipì mamma (CW),Infant voc
291,181.694,182.196,xxx,Caregiver voc
291,182.803,184.001,aaah (C),Caregiver voc
291,191.717,193.003,vedi dobbiamo soffiare (DA W),Caregiver voc
291,195.773,197.437,uh mamma che grande (C RE),Caregiver voc
291,198.464,200.909,oplà bravissimo! (AE),Caregiver voc
291,206.062,207.863,"eccoci qua, eccoci qua (W /)",Caregiver voc
291,218.442,219.62,"oh no, non mi sono sporcata (C RM)",Caregiver voc
291,225.98,228.585,e qua questo camion? cosa c'è in questo camion? (RE QE QE),Caregiver voc
291,230.046,231.778,mi scappa pipì (CW),Infant voc
291,231.249,233.705,ti scappa la pipì. adesso chiediamo all'Arianna dai. (RO W C),Caregiver voc
291,234.392,238.017, mi scappa pipì mi scappa pipì mamma (CW CW),Infant voc
291,238.409,239.628,mi scappa pipì (CW),Infant voc
291,241.474,246.654,guarda che non lo fai per andare fuori. vado via c'è scritto (AD RE),Caregiver voc
291,243.633,244.889,mi scappa pipì (CW),Infant voc
291,247.342,250.896,stanca. così vuol dire che sei stanco. (RE QO),Caregiver voc
291,252.633,252.979,mm? (C),Caregiver voc
291,253.797,254.342,andiamo (CW),Infant voc
291,255.482,256.566,mi scappa pipì (CW),Infant voc
291,256.757,259.728,dobbiamo vedere io non so dove sia. vieni che chiediamo. va bene? (W RM DA W C),Caregiver voc
324,7.07,10.25,che bello! guarda Pietro. cos'è questo? (RE DA NC QE),Caregiver voc
324,12.14,13.1,non te lo ricordi (QO),Caregiver voc
324,14.23,15.5,le botticelle (RE),Caregiver voc
324,15.98,17.11,sono. la botte! (O RE),Caregiver voc
324,17.3,23.05,guarda una due tre quattro. quanta botti una dentro l'altra (DA RE RE),Caregiver voc
324,23.86,24.18,eh? (C),Caregiver voc
324,24.66,26.44,"metti dentro, aspetta chiudila così (DA DA)",Caregiver voc
324,26.73,26.97,uno. (RE),Caregiver voc
324,28.33,29.49,uno due. (RE),Caregiver voc
324,30.64,30.93,aspetta. (DA),Caregiver voc
324,31.22,35.29,aspetta perché dentro quella blu ci va dentro quella rossa. (DA RE),Caregiver voc
324,37.56,39.25,guarda che bello il trenino. (DA),Caregiver voc
324,42.92,44.49,questo va così. (RE),Caregiver voc
324,45.13,45.79,guarda Pietro. (DA NC),Caregiver voc
324,46.29,47.91,poi quello verde va dentro a quella gialla (RE),Caregiver voc
324,48.49,49.26,mm,Infant voc
324,49.45,52.77,quella gialla vedi. la giala va via subito (RE DA RE),Caregiver voc
324,53.52,54.31,e queste! (RE),Caregiver voc
324,54.97,57.12,hai visto il trenino che bello! guarda. (RA RE DA),Caregiver voc
324,58.43,59.26,guarda come gira (DA RE),Caregiver voc
324,60.58,61.21,che bello! (RE),Caregiver voc
324,64.0,69.16,tu tu. tu tu! tu tu. tu tu! (OP OP),Caregiver voc
324,68.12,69.73,ma la smetti (CW),Infant voc
324,70.84,72.08,guarda Pietro (DA NC),Caregiver voc
324,71.43,72.485,xxx,Infant voc
324,72.63,74.1,Pietro prendi il cordone. (NC DA),Caregiver voc
324,74.97,76.23,no tirare fuori i sandali (AD_,Caregiver voc
324,76.71,78.77,tieni Pietro. tieni i sandali! (DA NC DA),Caregiver voc
324,81.45,81.91,no (AD),Caregiver voc
324,82.83,83.99,tienili i sandali (DA),Caregiver voc
324,84.23,85.26,tira ruoa (CW),Infant voc
324,85.48,86.91,non si può scalzi (AD),Caregiver voc
324,91.17,94.62,tira fuori se stai sulla coperta però. hai capito? stai sull coperta (RA RO DO)QO),Caregiver voc
324,95.09,95.44,guarda (DA),Caregiver voc
324,98.36,100.07,allora fai così. allora fai così (C DA C DA),Caregiver voc
324,102.34,103.58,uh che bello! (C RE),Caregiver voc
324,105.43,106.62,mmmmmm (C),Caregiver voc
324,108.56,110.05,che bello questo trenino! (RE),Caregiver voc
324,110.87,112.93,wow ci sono xx. e questo chi è? (OP RE I QE),Caregiver voc
324,113.99,115.32,questo cos'è? quest (QE RE),Caregiver voc
324,115.53,117.27,la bambina. il bimbo che ha fame eh? (RE QE C),Caregiver voc
324,117.61,119.39,diamogli da mangiare al bimbo (W),Caregiver voc
324,119.84,121.55,"dai, daigli da mangiare al bimbo (AE DA)",Caregiver voc
324,122.0,124.25,gnamm la pappa. aaam (OP RE OP),Caregiver voc
324,124.85,126.63,ha fame questo bimbo? (QE),Caregiver voc
324,127.25,129.15,eh ho fame! (ST),Caregiver voc
324,129.2,131.21,"ue, amm. ue, amm. (ST)",Caregiver voc
324,131.32,132.2,bravo (AE),Caregiver voc
324,132.44,135.41,"che così, così nonh piange più se mangia la pappa. (C RE)",Caregiver voc
324,135.69,136.26,ue (ST),Caregiver voc
324,137.95,138.29,ue (ST),Caregiver voc
324,139.06,140.26,"vai, anche te (AE)",Caregiver voc
324,141.15,144.95,"vai, anche te. ue. ancora un po'. ecco (AE ST DA ST C)",Caregiver voc
324,145.53,145.84,tieni (CW),Infant voc
324,146.42,146.73,tieni (CW),Infant voc
324,148.35,148.56,ecco (C),Caregiver voc
324,149.69,153.87,basa. bom. adesso però avrà anche sete questo bimbo. gli diamo da bere. (DA C RE W),Caregiver voc
324,154.64,156.07,diamo da bere al bambino? (W),Caregiver voc
324,157.33,159.06,gli dai anche da bere. Pietro (DA NC),Caregiver voc
324,159.62,160.87,to. dagli un po' da bere. (C DA),Caregiver voc
324,162.69,163.83,aspetta qua sulla bocca (DO RE),Caregiver voc
324,167.11,167.89,ecco piano piano (C RA),Caregiver voc
324,170.15,170.95,eh perché è piccolo (C RE),Caregiver voc
324,171.44,172.95,si fa pianino perché è piccolino è il bimbo (RA RE),Caregiver voc
324,173.57,174.86,ecco basta adesso (C DA),Caregiver voc
324,175.53,177.47,adesso Pietro che ha mangiato cosa facciamo? (RE NC W),Caregiver voc
324,178.77,180.07,lo metiamo a fare la nanna (W),Caregiver voc
324,181.39,181.77,eh? (C),Caregiver voc
324,182.66,184.16,lo mettiamo a fare la nanna? (W),Caregiver voc
324,184.37,187.63,dai. lo mettiamo qui da una parte che fa la nanna (AE W),Caregiver voc
324,188.27,189.6,Pietro prendi la coperta (NC DA),Caregiver voc
324,190.45,194.1,prendi la copertina. che adesso fa la nanna (DA RE),Caregiver voc
324,194.43,196.02,prendi la copertina che lo copriamo (DA W),Caregiver voc
324,198.13,200.53,così adesso. coprila un pochino. così (RE RA C),Caregiver voc
324,201.04,202.2,così fa la nanna. ooh (RE C),Caregiver voc
324,203.41,207.63,"così fa la nanna eh. ecco, adesso fa la nanna (RE C C RE)",Caregiver voc
324,207.74,210.65,e intanto che fa la nanna noi giochiamo (RE W),Caregiver voc
324,211.23,211.63,guarda (DA),Caregiver voc
324,213.31,213.82,driiin (OP),Caregiver voc
324,218.19,219.97,pronto. dai tira su la cornetta (AG DA),Caregiver voc
324,221.17,223.11,che bello. fai andare la xx. ( RE DA I),Caregiver voc
324,227.3,232.19,pronto. dai dì pronto. pronto ciao nonna! la nonna è andata a cambiana: (SB DA SB QE),Caregiver voc
324,232.91,234.51,eh? la nonna è andata a cambiana? (QE),Caregiver voc
324,235.83,237.8,aspetta che telefoniamo alla nonna Floriana (DA W),Caregiver voc
324,238.33,243.27,zero quattro sei tre 1 4 0 2 2 6 (RE),Caregiver voc
324,243.91,248.04,eh. flora ca tu la. (CW),Infant voc
324,248.09,249.62,non col dito sopra il telefono (AD),Caregiver voc
324,250.04,251.96,pronto sono io Pietro (SB),Caregiver voc
324,252.59,253.15,pronto (AG),Caregiver voc
324,254.44,254.94,pronto (AG),Caregiver voc
324,255.34,256.73,ciao Pietro. dì ciao (AG NC DA),Caregiver voc
324,257.87,258.77,ciao Pietro (AG NC),Caregiver voc
324,259.3,260.08,ciaoo (SB),Caregiver voc
324,260.75,263.53,ciao Pietro. ciaoo. via a dir alla nonna (AG NC SB DA),Caregiver voc
324,263.91,264.71,pronto? (AG),Caregiver voc
324,265.98,266.48,ciao (CW),Infant voc
324,266.65,267.75,ciao nonna (SB),Caregiver voc
324,268.36,269.29,vieni a trovarmi (SB),Caregiver voc
324,270.17,271.44,giriamo dall'altra (CW),Infant voc
324,271.6,273.55,si vengo a trovarti. dì ciao (RM DA),Caregiver voc
324,273.66,274.85,ciao ciao. metti giù. (AG DA),Caregiver voc
324,276.4,277.56,giriamo dall'altro (CW),Infant voc
324,281.16,283.03,to sennò guardiamo questo qua (C W),Caregiver voc
324,293.72,298.51,e ciuf guarda là xx (CW),Infant voc
324,298.85,302.48,xxx Pietro hai visto questo che gira ( I NC RA),Caregiver voc
324,302.93,305.81,fallo giare ancora guarda che bel libro che ho preso io (DA RE RM),Caregiver voc
324,307.38,310.0,guarda il libricino che bello con su gli animali (DA RE),Caregiver voc
324,310.85,312.22,lo vuoi te Pietro? (QO NC),Caregiver voc
324,314.99,316.45,qui xxx,Infant voc
324,318.36,322.33,nella botte va. vedi. la botte grande è quella rossa (RE DA),Caregiver voc
324,323.04,325.43,la rossa è la più grande. poi c'è quella gialla (RE RE),Caregiver voc
324,326.87,332.28,"quella verde, quella blu e quella rossa piccola xx (RE I)",Caregiver voc
324,332.56,334.12,questa è la più piccolina (RE_,Caregiver voc
324,334.2,334.87,l'arancione (CW),Infant voc
324,335.08,336.28,non c'è l'arancione,Caregiver voc
324,337.31,337.87,Pietro (NC),Caregiver voc
324,339.4,340.8,la guardi questo libricino (RA RE),Caregiver voc
324,341.15,341.97,guarda cos'è questa? (DA QE),Caregiver voc
324,343.98,344.85,Pietro guarda (NC DA),Caregiver voc
324,346.02,348.28,guarda cos'è questa? eh cos'è (DA QE C QE),Caregiver voc
324,348.63,350.2,la conosci questa? (QO),Caregiver voc
324,352.3,353.04,cos'è la (QE),Caregiver voc
324,353.29,354.26,è un animale (RE),Caregiver voc
324,354.85,356.07,è la mu? (ET),Caregiver voc
324,357.37,357.96,la mu? (ET),Caregiver voc
324,358.22,360.41,no guarda cos'è le mu? (C DA ET),Caregiver voc
324,361.34,361.65,(mu)cca (CWR),Infant voc
324,361.75,363.26,bravo! e questo? (AE QE),Caregiver voc
324,363.97,365.11,sai cos'è questo il (QO),Caregiver voc
324,365.7,372.4,gallo. e questi? guarda i pulcini. la gallina con ii pulcini col xx (RE QE DA RE I),Caregiver voc
324,373.24,376.47,guarda che c'è anche l'uovo per terra che ha fatto la gallino (DA RE),Caregiver voc
324,377.1,378.99,perchè la gallina fa anche le uova (RE),Caregiver voc
324,379.36,382.4,vediamo se c'è qualcos'altro che ti piace (W RO),Caregiver voc
324,384.02,384.61,il toro (RE),Caregiver voc
324,385.46,386.14,il toro (RE),Caregiver voc
324,387.0,387.93,il toro (RE),Caregiver voc
324,389.28,390.24,non ti interessa? (QO),Caregiver voc
324,392.76,394.6,vediamo se c'è qualcosa che ti interessa (W RO),Caregiver voc
324,396.37,396.68,xxx,Caregiver voc
324,397.82,399.8,eh guarda! le pecore (C DA RE),Caregiver voc
324,400.31,403.69,guarda! la pecora e ah mangi la pappa (DA RE C RA),Caregiver voc
324,404.23,406.1,ma adesso il bimbo ha mangiato per un po' (RE),Caregiver voc
